pincode,circle,region,division,offices
415728,Maharashtra Circle,Goa-Panaji Region,RATNAGIRI DIVISION,"Hedavi S.O, Chindravale B.O, Dodavali B.O, Narvan B.O, Umrath B.O, Waghambe B.O"
415729,Maharashtra Circle,Goa-Panaji Region,RATNAGIRI DIVISION,"Welneshwar S.O, Sakhari Agar B.O"
415730,Maharashtra Circle,Goa-Panaji Region,RATNAGIRI DIVISION,"Ambavali S.O, Astan B.O, Devghar B.O, Ghera Rasalgad B.O, Humbri B.O, Kalamani Khurd B.O, Mahalunge B.O, Mohane B.O, Nandivili B.O"
415801,Maharashtra Circle,Goa-Panaji Region,RATNAGIRI DIVISION,"Sakharpa S.O, Bhadkamba B.O, Devade B.O, Kirbet B.O, Murshi B.O, Ozare Budruk B.O, Tiware Medhe Tarfe Devale, Purye Tarfe Devale"
415802,Maharashtra Circle,Goa-Panaji Region,RATNAGIRI DIVISION,"Shiposhi S.O, Adavali B.O, Kochari B.O, Salpe B.O"
415803,Maharashtra Circle,Goa-Panaji Region,RATNAGIRI DIVISION,"Pali (RTG) S.O, Anjanari B.O, Choravane B.O, Dabhole B.O, Ghativale B.O, Kankadi B.O, Khanu B.O, Math B.O, Nanij B.O, Nivsar B.O, Sathare Bambar B.O, Shirambavali B.O, Wanke B.O"
415804,Maharashtra Circle,Goa-Panaji Region,RATNAGIRI DIVISION,"Devrukh S.O, Ambav B.O, Ambavali B.O, Angavali B.O, Bamnoli B.O, Belari Budruk B.O, Harpude B.O, Hativ B.O, Karambele Tarf Devale B.O, Karli B.O, Kasar Kolwan B.O, Katavali B.O, Kirduve B.O, Kosumb B.O, Kundi B.O, Maral B.O, Morde B.O, Nive Budruk B.O, Ozare Khurd B.O, Patgaon B.O, Sadavali B.O, Sangave B.O, Sayale B.O, Tamhane B.O, Tulsani B.O, Ujgaon B.O, Vanzole B.O, Waingane B.O, Washi Tarf Devrukh B.O"
415805,Maharashtra Circle,Goa-Panaji Region,RATNAGIRI DIVISION,"Jaitapur S.O, Dale B.O, Holi B.O"
415806,Maharashtra Circle,Goa-Panaji Region,RATNAGIRI DIVISION,"Nata S.O, Ambolgad B.O"
415807,Maharashtra Circle,Goa-Panaji Region,RATNAGIRI DIVISION,"Devale S.O, Chafavali B.O, Meghi B.O"
416001,Maharashtra Circle,Goa-Panaji Region,Kolhapur Division,"Kolhapur RS S.O, Are B.O, Bachani B.O, Ghanavade B.O, Haldi B.O, Hasur Dumala B.O, Kothali B.O, Kurukali B.O, Malyachi Shiroli B.O, Mhalsavade B.O, Sadoli Khalsa B.O, Savarde Dumala B.O, Shahupuri S.O"
416002,Maharashtra Circle,Goa-Panaji Region,Kolhapur Division,"Shaniwar Peth S.O (Kolhapur), Bhendegalli S.O, Laxmipuri S.O, Shukrawar Peth S.O (Kolhapur)"
416003,Maharashtra Circle,Goa-Panaji Region,Kolhapur Division,Kolhapur H.O
416004,Maharashtra Circle,Goa-Panaji Region,Kolhapur Division,"Shivaji University S.O, Ujalaiwadi B.O"
416005,Maharashtra Circle,Goa-Panaji Region,Kolhapur Division,"Gur Market Yard S.O, Herla B.O, Uchgaon B.O, Ruikar Colony S.O"
416006,Maharashtra Circle,Goa-Panaji Region,Kolhapur Division,Kasba Bavada S.O
416007,Maharashtra Circle,Goa-Panaji Region,Kolhapur Division,Kalamba S.O
416008,Maharashtra Circle,Goa-Panaji Region,Kolhapur Division,"Pratibhanagar S.O, Rajarampuri S.O, Shivaji Veedyapeeth Marg S.O"
416010,Maharashtra Circle,Goa-Panaji Region,Kolhapur Division,"Phulewadi S.O, Balinge B.O, Hanmantwadi B.O, Koge B.O, Padali Khurd B.O, Shingnapur B.O"
416011,Maharashtra Circle,Goa-Panaji Region,Kolhapur Division,"Sane Guruji Vasahat S.O, Bahireshwar B.O, Beed B.O, Kandgaon B.O, Washi B.O"
416012,Maharashtra Circle,Goa-Panaji Region,Kolhapur Division,"Kolhapur City H.O, Babujamal S.O, Mangalwar Peth S.O (Kolhapur), Rankala S.O, Shivaji Peth S.O"
416013,Maharashtra Circle,Goa-Panaji Region,Kolhapur Division,"R K Nagar S.O (Kolhapur), Girgaon B.O, Pachgaon B.O"
416101,Maharashtra Circle,Goa-Panaji Region,Kolhapur Division,"Jaysingpur S.O, Chipri B.O, Danoli B.O, Kothali B.O, Nimshirgaon B.O, Tamadalage B.O, Udgaon B.O, Umalwad B.O, Sambhajipur BO, Jaisingpur R.S. B.O"
416102,Maharashtra Circle,Goa-Panaji Region,Kolhapur Division,"Nandani S.O, Dharangutti B.O, Haroli B.O"
416103,Maharashtra Circle,Goa-Panaji Region,Kolhapur Division,"Shirol S.O, Ghalwad B.O, Hasur B.O, Kanwad B.O, Kutwad B.O, Shirti B.O"
416104,Maharashtra Circle,Goa-Panaji Region,Kolhapur Division,"Narsobawadi S.O, Alas B.O, Aurwad B.O, Bubnal B.O"
416105,Maharashtra Circle,Goa-Panaji Region,Kolhapur Division,"Ganeshwadi S.O (Kolhapur), Kavatheguland B.O, Shedshal B.O"
416106,Maharashtra Circle,Goa-Panaji Region,Kolhapur Division,"Kurundwad S.O, Akiwat B.O, Bastwad B.O, Herwad B.O, Manjarewadi B.O, Rajapur B.O, Terwad B.O"
416107,Maharashtra Circle,Goa-Panaji Region,Kolhapur Division,"Dattawad S.O, Danwad B.O, Ghosarwad B.O"
416108,Maharashtra Circle,Goa-Panaji Region,Kolhapur Division,"Takali S.O, Khidrapur B.O, Rajapurwadi B.O, Takaliwadi B.O"
416109,Maharashtra Circle,Goa-Panaji Region,Kolhapur Division,"Hatkalangada S.O, Alate B.O, Korochi B.O, Majale B.O, Minche B.O, Savarde B.O"
416110,Maharashtra circle,Goa-Panaji Region,Kolhapur Division,"Khochi B.O, Bahubali S.O, Narande B.O, Nej B.O"
416111,Maharashtra Circle,Goa-Panaji Region,Kolhapur Division,"Kumbhoj S.O, Kavathesar B.O"
416112,Maharashtra Circle,Goa-Panaji Region,Kolhapur Division,"Vadgaon S.O (Kolhapur), Ambap B.O, Bhadole B.O, Bhendwade B.O, Buvache Vathar B.O, Chavare B.O, Ghunki B.O, Kini B.O, Latwade B.O, Manapadale B.O, Talasande B.O, Vathar T/F vadgaon B.O"
416113,Maharashtra Circle,Goa-Panaji Region,Kolhapur Division,"Warnanagar S.O, Jakhale B.O, June Pargaon B.O, Nave Pargaon B.O, Tatyasaheb Kore Nagar SO"
416114,Maharashtra Circle,Goa-Panaji Region,Kolhapur Division,"Kodoli S.O, Arale B.O, Kakhe B.O, Male B.O, Mohare B.O, Satave B.O, Savarde T/F Satave B.O"
416115,Maharashtra Circle,Goa-Panaji Region,Kolhapur Division,"Ichalkaranji H.O, Jawaharnagar Ichalkaranji S.O, Kapadmarket Ichalkaranji S.O, Shivajinagar Ichalkaranji S.O, Udyog Nagar Ichalkaranji S.O"
